ID	Length	Source	ExonCount	CDSLength	Coverage	Integrity
PdomMRNAr1.2-02397.1	2348	genemark	6	1149	0.94	0.40
PdomMRNAr1.2-02398.1	2937	augustus	7	933	1.00	0.80
PdomMRNAr1.2-02399.1	3477	augustus	2	1680	0.74	0.87
PdomMRNAr1.2-02400.1	5923	augustus	7	1011	1.00	0.73
PdomMRNAr1.2-02401.1	4693	augustus	3	711	1.00	1.00
PdomMRNAr1.2-02402.1	13336	augustus	5	1230	0.60	0.18
PdomMRNAr1.2-02403.1	2851	snap	9	711	0.99	0.65
PdomMRNAr1.2-02404.1	15540	snap	11	3747	0.48	0.14
PdomMRNAr1.2-02405.1	10664	VIGA	6	1029	1.00	0.95
PdomMRNAr1.2-02406.1	7000	augustus	6	3330	1.00	1.00
PdomMRNAr1.2-02407.1	3288	snap	3	405	0.78	0.23
PdomMRNAr1.2-02408.1	1480	genemark	6	921	1.00	0.66
PdomMRNAr1.2-02409.1	13033	genemark	15	3087	1.00	1.00
PdomMRNAr1.2-02410.1	1112	genemark	5	513	1.00	0.95
PdomMRNAr1.2-02411.1	2342	genemark	7	1842	1.00	0.90
PdomMRNAr1.2-02412.1	2586	snap	3	384	1.00	0.90
PdomMRNAr1.2-02413.1	15539	genemark	16	5679	1.00	0.93
PdomMRNAr1.2-02414.1	3098	genemark	6	906	1.00	0.95
PdomMRNAr1.2-02415.1	3403	snap	3	234	0.00	0.00
PdomMRNAr1.2-02416.1	2249	genemark	5	1689	1.00	0.96
PdomMRNAr1.2-02417.1	1057	genemark	3	786	0.94	0.28
PdomMRNAr1.2-02418.1	365	genemark	2	270	0.00	0.00
PdomMRNAr1.2-02419.1	11267	genemark	7	1851	1.00	0.97
PdomMRNAr1.2-02420.1	3874	genemark	8	1548	1.00	0.96
PdomMRNAr1.2-02421.1	7284	VIGA	17	5223	1.00	0.97
PdomMRNAr1.2-02422.1	5873	genemark	11	1116	1.00	1.00
PdomMRNAr1.2-02423.1	1544	snap	4	498	0.98	0.54
PdomMRNAr1.2-02424.1	6794	augustus	6	2400	1.00	0.88
PdomMRNAr1.2-02425.1	30695	augustus	4	714	0.00	0.00
PdomMRNAr1.2-02426.1	11183	augustus	4	360	0.00	0.00
PdomMRNAr1.2-02427.1	4658	VIGA	8	1683	1.00	1.00
PdomMRNAr1.2-02428.1	2830	genemark	7	1698	1.00	1.00
PdomMRNAr1.2-02429.1	441	genemark	2	333	1.00	0.30
PdomMRNAr1.2-02430.1	508	snap	3	375	0.41	0.12
PdomMRNAr1.2-02431.1	11122	genemark	5	858	1.00	0.96
PdomMRNAr1.2-02432.1	1437	genemark	5	834	1.00	0.80
PdomMRNAr1.2-02433.1	3241	augustus	5	2442	0.01	0.00
PdomMRNAr1.2-02434.1	4137	augustus	7	3150	1.00	0.77
PdomMRNAr1.2-02435.1	2874	snap	4	228	1.00	0.35
PdomMRNAr1.2-02436.1	5341	augustus	5	1545	1.00	1.00
PdomMRNAr1.2-02437.1	4438	augustus	9	1470	1.00	1.00
PdomMRNAr1.2-02438.1	4922	genemark	9	3114	1.00	1.00
PdomMRNAr1.2-02439.1	1214	genemark	4	582	1.00	0.98
PdomMRNAr1.2-02440.1	3071	genemark	7	2100	1.00	1.00
PdomMRNAr1.2-02441.1	2164	snap	7	1476	1.00	0.96
PdomMRNAr1.2-02442.1	10025	snap	4	345	0.10	0.03
PdomMRNAr1.2-02443.1	10509	augustus	12	5079	1.00	0.89
PdomMRNAr1.2-02445.1	827	genemark	3	543	1.00	0.93
PdomMRNAr1.2-02446.1	1147	snap	3	456	0.07	0.02
PdomMRNAr1.2-02447.1	11111	snap	18	2472	1.00	0.89
PdomMRNAr1.2-02448.1	1621	snap	4	243	0.72	0.47
PdomMRNAr1.2-02449.1	753	snap	5	498	0.86	0.56
PdomMRNAr1.2-02450.1	4575	snap	8	3654	1.00	0.56
PdomMRNAr1.2-02451.1	13239	augustus	7	1248	1.00	0.61
PdomMRNAr1.2-02452.1	760	snap	4	261	0.17	0.05
PdomMRNAr1.2-02453.1	3970	genemark	11	2202	1.00	1.00
PdomMRNAr1.2-02454.1	6524	augustus	12	2292	0.99	0.78
PdomMRNAr1.2-02455.1	868	snap	2	492	1.00	0.95
PdomMRNAr1.2-02456.1	1963	augustus	5	375	1.00	0.95
PdomMRNAr1.2-02457.1	4608	augustus	7	1146	1.00	0.95
PdomMRNAr1.2-02458.1	23670	augustus	3	264	0.02	0.00
PdomMRNAr1.2-02459.1	672	genemark	2	426	1.00	0.30
PdomMRNAr1.2-02460.1	1265	genemark	4	948	0.28	0.49
PdomMRNAr1.2-02461.1	3523	VIGA	8	1383	1.00	0.91
PdomMRNAr1.2-02462.1	1109	VIGA	4	339	0.99	0.74
PdomMRNAr1.2-02463.1	11978	genemark	12	3213	1.00	0.96
PdomMRNAr1.2-02464.1	2283	genemark	8	1521	1.00	0.95
PdomMRNAr1.2-02465.1	10423	VIGA	15	4296	1.00	0.89
PdomMRNAr1.2-02466.1	3012	VIGA	5	1347	1.00	1.00
PdomMRNAr1.2-02467.1	1359	snap	4	717	1.00	0.70
PdomMRNAr1.2-02468.1	3250	augustus	6	654	1.00	0.88
PdomMRNAr1.2-02469.1	1100	genemark	3	561	1.00	0.69
PdomMRNAr1.2-02470.1	6287	VIGA	19	3969	1.00	1.00
PdomMRNAr1.2-02471.1	1336	snap	3	765	1.00	0.95
PdomMRNAr1.2-02472.1	10933	VIGA	10	3231	1.00	1.00
PdomMRNAr1.2-02473.1	388	genemark	2	288	0.00	0.00
PdomMRNAr1.2-02474.1	5640	snap	4	420	0.00	0.00
PdomMRNAr1.2-02475.1	4691	augustus	12	1632	0.99	0.89
PdomMRNAr1.2-02476.1	2233	snap	5	1590	1.00	0.45
PdomMRNAr1.2-02477.1	884	snap	2	801	0.45	0.14
PdomMRNAr1.2-02478.1	3377	augustus	8	1263	1.00	0.99
PdomMRNAr1.2-02479.1	1756	augustus	4	768	0.95	0.93
PdomMRNAr1.2-02480.1	917	VIGA	4	675	1.00	0.90
PdomMRNAr1.2-02481.1	1302	VIGA	4	717	1.00	1.00
PdomMRNAr1.2-02482.1	4455	genemark	8	2148	1.00	0.92
PdomMRNAr1.2-02483.1	330	augustus	2	204	1.00	0.91
PdomMRNAr1.2-02484.1	2061	genemark	2	213	1.00	0.30
PdomMRNAr1.2-02485.1	1177	snap	4	228	0.85	0.26
PdomMRNAr1.2-02486.1	14236	genemark	22	3570	1.00	1.00
PdomMRNAr1.2-02487.1	7798	snap	5	474	0.32	0.10
PdomMRNAr1.2-02488.1	848	snap	4	405	0.85	0.45
PdomMRNAr1.2-02489.1	1378	snap	3	1056	0.34	0.10
PdomMRNAr1.2-02490.1	2266	snap	4	429	0.98	0.74
PdomMRNAr1.2-02491.1	2095	genemark	4	627	1.00	0.75
PdomMRNAr1.2-02492.1	657	augustus	1	657	0.00	0.00
PdomMRNAr1.2-02493.1	759	snap	4	213	1.00	0.70
PdomMRNAr1.2-02494.1	3022	genemark	9	1437	1.00	0.99
PdomMRNAr1.2-02495.1	6717	snap	7	402	0.79	0.34
PdomMRNAr1.2-02496.1	460	snap	2	222	1.00	0.30
PdomMRNAr1.2-02497.1	1551	VIGA	5	708	1.00	0.65
PdomMRNAr1.2-02498.1	1853	genemark	4	873	0.05	0.02
PdomMRNAr1.2-02499.1	349	genemark	2	279	0.00	0.00
PdomMRNAr1.2-02500.1	3977	snap	12	2292	1.00	0.87
PdomMRNAr1.2-02501.1	2028	genemark	5	951	1.00	0.84
PdomMRNAr1.2-02502.1	3352	genemark	11	2040	1.00	0.65
PdomMRNAr1.2-02503.1	31479	snap	6	1560	0.03	0.01
PdomMRNAr1.2-02504.1	2466	genemark	2	1653	1.00	0.95
PdomMRNAr1.2-02505.1	2544	genemark	6	1029	1.00	1.00
PdomMRNAr1.2-02506.1	1727	genemark	6	951	1.00	0.81
PdomMRNAr1.2-02507.1	4737	VIGA	5	528	1.00	1.00
PdomMRNAr1.2-02508.1	1846	VIGA	3	1509	0.07	0.02
PdomMRNAr1.2-02509.1	1323	augustus	4	339	1.00	0.59
PdomMRNAr1.2-02510.1	2315	snap	5	303	0.73	0.42
PdomMRNAr1.2-02511.1	7811	snap	5	300	0.38	0.11
PdomMRNAr1.2-02512.1	11105	augustus	20	5037	1.00	1.00
PdomMRNAr1.2-02513.1	2446	genemark	6	1182	1.00	1.00
PdomMRNAr1.2-02514.1	2479	snap	8	1767	1.00	0.94
PdomMRNAr1.2-02515.1	848	snap	4	513	1.00	0.70
PdomMRNAr1.2-02516.1	5030	snap	9	2805	0.99	0.60
PdomMRNAr1.2-02517.1	1474	augustus	2	240	1.00	0.35
PdomMRNAr1.2-02518.1	5191	genemark	9	3915	1.00	0.75
PdomMRNAr1.2-02519.1	6482	genemark	14	2967	1.00	0.91
PdomMRNAr1.2-02520.1	2226	genemark	3	1569	1.00	0.93
PdomMRNAr1.2-02521.1	6645	snap	5	288	0.34	0.10
PdomMRNAr1.2-02522.1	2269	snap	4	1380	1.00	0.75
PdomMRNAr1.2-02523.1	273	VIGA	1	273	0.00	0.00
PdomMRNAr1.2-02524.1	3016	genemark	4	624	1.00	0.75
PdomMRNAr1.2-02525.1	1632	genemark	5	1185	0.58	0.49
PdomMRNAr1.2-02526.1	14654	snap	14	4689	0.49	0.42
PdomMRNAr1.2-02527.1	13549	augustus	5	660	0.03	0.01
PdomMRNAr1.2-02528.1	3589	VIGA	11	1488	1.00	1.00
PdomMRNAr1.2-02529.1	672	VIGA	1	672	1.00	0.90
PdomMRNAr1.2-02530.1	2801	snap	5	234	0.97	0.29
PdomMRNAr1.2-02531.1	5563	genemark	17	2934	1.00	1.00
PdomMRNAr1.2-02532.1	3575	genemark	13	2169	1.00	0.99
PdomMRNAr1.2-02533.1	1718	genemark	5	540	1.00	1.00
PdomMRNAr1.2-02534.1	21253	VIGA	13	2004	1.00	0.99
PdomMRNAr1.2-02535.1	3671	VIGA	4	3261	1.00	0.90
PdomMRNAr1.2-02536.1	1667	genemark	4	834	1.00	1.00
PdomMRNAr1.2-02537.1	2313	genemark	3	747	1.00	0.95
PdomMRNAr1.2-02538.1	5073	snap	3	222	0.00	0.00
PdomMRNAr1.2-02539.1	3250	augustus	4	1323	1.00	0.75
PdomMRNAr1.2-02540.1	13805	augustus	22	10365	1.00	0.88
PdomMRNAr1.2-02541.1	438	snap	2	300	0.00	0.00
PdomMRNAr1.2-02542.1	18330	augustus	10	1533	0.89	0.67
PdomMRNAr1.2-02543.1	2475	augustus	5	870	1.00	0.80
PdomMRNAr1.2-02544.1	6745	augustus	14	2547	1.00	0.91
PdomMRNAr1.2-02545.1	17253	genemark	10	1524	1.00	0.95
PdomMRNAr1.2-02546.1	1582	genemark	5	639	1.00	0.83
PdomMRNAr1.2-02547.1	5672	augustus	10	1893	1.00	0.80
PdomMRNAr1.2-02548.1	787	VIGA	2	705	0.97	0.89
PdomMRNAr1.2-02549.1	2425	VIGA	6	1587	1.00	0.90
PdomMRNAr1.2-02550.1	2617	genemark	5	774	1.00	0.85
PdomMRNAr1.2-02551.1	2583	snap	3	666	0.91	0.27
PdomMRNAr1.2-02552.1	516	augustus	2	219	1.00	0.95
PdomMRNAr1.2-02553.1	594	augustus	1	594	1.00	0.90
PdomMRNAr1.2-02554.1	3355	augustus	9	1413	1.00	0.91
PdomMRNAr1.2-02555.1	2931	genemark	4	1422	1.00	1.00
PdomMRNAr1.2-02556.1	2013	genemark	3	747	1.00	0.95
PdomMRNAr1.2-02557.1	18084	augustus	29	9816	1.00	0.84
PdomMRNAr1.2-02558.1	4910	augustus	12	3186	1.00	0.99
PdomMRNAr1.2-02559.1	430	snap	3	243	1.00	0.30
PdomMRNAr1.2-02560.1	8467	snap	20	3930	0.98	0.64
PdomMRNAr1.2-02562.1	4022	snap	5	1317	1.00	1.00
PdomMRNAr1.2-02563.1	1358	snap	4	495	1.00	0.98
PdomMRNAr1.2-02564.1	3531	genemark	11	1938	0.99	0.83
PdomMRNAr1.2-02565.1	3434	snap	5	1422	1.00	1.00
PdomMRNAr1.2-02566.1	3902	augustus	3	222	0.00	0.00
PdomMRNAr1.2-02568.1	4845	genemark	7	3288	1.00	0.95
PdomMRNAr1.2-02569.1	1136	snap	3	660	0.94	0.28
PdomMRNAr1.2-02570.1	2593	genemark	11	1578	1.00	0.95
PdomMRNAr1.2-02571.1	3383	genemark	4	723	1.00	1.00
PdomMRNAr1.2-02572.1	6994	snap	5	1188	0.26	0.23
PdomMRNAr1.2-02573.1	1281	augustus	3	588	0.70	0.88
PdomMRNAr1.2-02574.1	2738	augustus	7	1005	1.00	1.00
PdomMRNAr1.2-02575.1	2400	augustus	1	2400	1.00	0.90
PdomMRNAr1.2-02576.1	6736	genemark	15	2568	1.00	0.95
PdomMRNAr1.2-02577.1	1498	augustus	6	978	0.00	0.00
PdomMRNAr1.2-02578.1	5081	snap	7	3684	1.00	0.75
PdomMRNAr1.2-02579.1	3044	augustus	7	1197	0.98	0.60
PdomMRNAr1.2-02580.1	20978	augustus	51	8466	1.00	0.89
PdomMRNAr1.2-02581.1	1015	augustus	3	234	0.91	0.61
PdomMRNAr1.2-02582.1	1882	augustus	7	1209	1.00	0.70
PdomMRNAr1.2-02583.1	3353	genemark	12	2121	1.00	0.93
PdomMRNAr1.2-02584.1	5851	snap	14	2937	0.43	0.24
PdomMRNAr1.2-02585.1	8352	augustus	13	4038	1.00	0.88
PdomMRNAr1.2-02586.1	1283	genemark	5	870	1.00	0.65
PdomMRNAr1.2-02587.1	4122	genemark	14	2733	0.96	0.52
PdomMRNAr1.2-02588.1	2681	genemark	7	864	1.00	1.00
PdomMRNAr1.2-02589.1	565	augustus	2	477	1.00	0.30
PdomMRNAr1.2-02590.1	25892	augustus	7	1194	0.17	0.05
PdomMRNAr1.2-02591.1	10370	snap	25	4296	0.99	0.58
PdomMRNAr1.2-02592.1	17423	genemark	31	2364	1.00	0.93
PdomMRNAr1.2-02593.1	1191	augustus	2	807	1.00	0.95
PdomMRNAr1.2-02594.1	3752	genemark	5	1263	0.80	0.24
PdomMRNAr1.2-02595.1	3403	augustus	6	960	0.00	0.00
PdomMRNAr1.2-02596.1	3274	snap	3	273	0.50	0.15
PdomMRNAr1.2-02597.1	2322	augustus	8	1128	1.00	0.91
PdomMRNAr1.2-02598.1	3720	augustus	2	864	1.00	0.30
PdomMRNAr1.2-02599.1	2868	augustus	5	570	1.00	1.00
PdomMRNAr1.2-02601.1	4940	augustus	4	693	0.00	0.00
PdomMRNAr1.2-02602.1	2384	augustus	3	1566	1.00	0.96
PdomMRNAr1.2-02603.1	1567	augustus	6	1107	1.00	0.91
PdomMRNAr1.2-02605.1	5928	genemark	14	3162	1.00	1.00
PdomMRNAr1.2-02606.1	1756	augustus	4	819	1.00	0.97
PdomMRNAr1.2-02607.1	4167	VIGA	3	1557	1.00	0.95
PdomMRNAr1.2-02608.1	7133	augustus	17	2499	1.00	0.91
PdomMRNAr1.2-02609.1	7036	augustus	12	1539	1.00	0.94
PdomMRNAr1.2-02610.1	3902	augustus	4	2385	0.78	0.43
PdomMRNAr1.2-02611.1	1604	genemark	3	744	1.00	0.96
PdomMRNAr1.2-02612.1	276	genemark	2	216	0.00	0.00
PdomMRNAr1.2-02613.1	3729	snap	5	324	0.60	0.18
PdomMRNAr1.2-02614.1	2993	snap	4	966	1.00	1.00
PdomMRNAr1.2-02615.1	1570	genemark	4	846	1.00	0.99
PdomMRNAr1.2-02616.1	1157	genemark	3	570	1.00	0.92
PdomMRNAr1.2-02617.1	2821	genemark	7	1764	1.00	0.95
PdomMRNAr1.2-02618.1	1883	snap	4	483	1.00	1.00
PdomMRNAr1.2-02619.1	2343	VIGA	6	975	1.00	0.97
PdomMRNAr1.2-02620.1	10855	VIGA	13	2652	0.10	0.03
PdomMRNAr1.2-02621.1	11147	genemark	13	7476	0.99	0.85
PdomMRNAr1.2-02622.1	4190	snap	4	237	0.68	0.20
PdomMRNAr1.2-02623.1	3246	snap	7	447	0.51	0.15
PdomMRNAr1.2-02624.1	2239	augustus	5	1062	1.00	1.00
PdomMRNAr1.2-02626.1	1637	augustus	4	846	1.00	0.96
PdomMRNAr1.2-02627.1	2237	snap	4	819	0.72	0.22
PdomMRNAr1.2-02628.1	1910	augustus	3	1239	1.00	0.97
PdomMRNAr1.2-02629.1	6421	genemark	19	4221	1.00	1.00
PdomMRNAr1.2-02630.1	10961	snap	13	2922	1.00	0.80
PdomMRNAr1.2-02631.1	2341	genemark	9	1278	1.00	0.83
PdomMRNAr1.2-02632.1	330	genemark	1	330	0.00	0.00
PdomMRNAr1.2-02633.1	8135	genemark	5	219	0.99	0.80
PdomMRNAr1.2-02634.1	3871	snap	4	321	1.00	0.30
PdomMRNAr1.2-02635.1	1785	snap	3	243	0.00	0.00
PdomMRNAr1.2-02636.1	963	genemark	5	597	0.87	0.56
PdomMRNAr1.2-02638.1	511	genemark	2	258	1.00	0.94
PdomMRNAr1.2-02639.1	4703	genemark	10	2241	1.00	0.91
PdomMRNAr1.2-02640.1	9437	genemark	8	1593	0.97	0.91
PdomMRNAr1.2-02641.1	10804	genemark	9	2049	1.00	0.99
PdomMRNAr1.2-02642.1	9480	VIGA	22	3885	1.00	1.00
PdomMRNAr1.2-02643.1	436	snap	2	354	1.00	0.90
PdomMRNAr1.2-02644.1	6816	augustus	7	4587	0.99	0.95
PdomMRNAr1.2-02645.1	249	augustus	1	249	1.00	0.67
PdomMRNAr1.2-02646.1	9814	VIGA	3	855	0.82	0.29
PdomMRNAr1.2-02647.1	5365	snap	14	2118	0.22	0.06
PdomMRNAr1.2-02648.1	3277	genemark	7	1371	0.96	0.80
PdomMRNAr1.2-02649.1	4597	snap	5	2091	1.00	0.45
PdomMRNAr1.2-02650.1	3664	snap	6	231	0.00	0.00
PdomMRNAr1.2-02651.1	288	genemark	1	288	1.00	0.73
PdomMRNAr1.2-02652.1	554	genemark	2	309	1.00	0.93
PdomMRNAr1.2-02653.1	665	genemark	2	255	1.00	0.95
PdomMRNAr1.2-02654.1	1313	snap	3	717	1.00	0.60
PdomMRNAr1.2-02655.1	2579	snap	5	420	0.29	0.09
PdomMRNAr1.2-02656.1	5372	augustus	3	312	0.78	0.53
PdomMRNAr1.2-02657.1	4113	snap	8	2256	1.00	1.00
PdomMRNAr1.2-02658.1	18977	snap	4	483	0.99	0.75
PdomMRNAr1.2-02659.1	797	augustus	2	222	1.00	0.30
PdomMRNAr1.2-02660.1	1041	snap	4	234	0.54	0.16
PdomMRNAr1.2-02661.1	518	snap	3	429	1.00	0.60
PdomMRNAr1.2-02662.1	10890	VIGA	16	4020	1.00	0.97
PdomMRNAr1.2-02663.1	11183	snap	9	2862	0.91	0.70
PdomMRNAr1.2-02664.1	2128	genemark	4	1647	0.29	0.29
PdomMRNAr1.2-02665.1	5472	genemark	12	1911	1.00	0.93
PdomMRNAr1.2-02666.1	3923	VIGA	6	1392	0.80	0.77
PdomMRNAr1.2-02667.1	369	snap	2	216	0.60	0.18
PdomMRNAr1.2-02668.1	5131	snap	6	1809	1.00	1.00
PdomMRNAr1.2-02669.1	3862	augustus	9	1974	1.00	0.85
PdomMRNAr1.2-02670.1	420	augustus	2	279	1.00	0.92
PdomMRNAr1.2-02671.1	3239	VIGA	2	2772	1.00	1.00
PdomMRNAr1.2-02672.1	13664	snap	7	549	0.04	0.01
PdomMRNAr1.2-02673.1	10207	genemark	3	1200	1.00	0.96
PdomMRNAr1.2-02674.1	33909	augustus	10	1767	0.35	0.16
PdomMRNAr1.2-02675.1	6946	augustus	12	1767	1.00	0.84
PdomMRNAr1.2-02676.1	2395	genemark	8	1677	1.00	0.86
PdomMRNAr1.2-02677.1	2551	snap	7	933	1.00	0.90
PdomMRNAr1.2-02678.1	944	genemark	4	516	1.00	0.70
PdomMRNAr1.2-02679.1	1494	snap	3	504	1.00	0.95
PdomMRNAr1.2-02680.1	6919	snap	6	381	1.00	0.30
PdomMRNAr1.2-02681.1	3399	genemark	3	1074	1.00	1.00
PdomMRNAr1.2-02682.1	1314	snap	1	1314	1.00	0.90
PdomMRNAr1.2-02683.1	1734	genemark	1	1734	1.00	0.90
PdomMRNAr1.2-02684.1	813	genemark	2	672	1.00	0.30
PdomMRNAr1.2-02685.1	3073	snap	7	405	0.62	0.34
PdomMRNAr1.2-02686.1	2928	augustus	6	816	1.00	1.00
PdomMRNAr1.2-02687.1	3614	genemark	5	2787	1.00	0.99
PdomMRNAr1.2-02688.1	1632	genemark	3	1293	1.00	0.62
PdomMRNAr1.2-02689.1	2506	genemark	11	1608	0.98	0.78
PdomMRNAr1.2-02690.1	3627	snap	9	1269	1.00	0.85
PdomMRNAr1.2-02691.1	822	genemark	2	228	1.00	0.95
PdomMRNAr1.2-02692.1	3390	augustus	14	2271	1.00	0.76
PdomMRNAr1.2-02693.1	800	genemark	2	231	0.99	0.95
PdomMRNAr1.2-02694.1	3218	genemark	5	2385	1.00	0.75
PdomMRNAr1.2-02695.1	7364	snap	13	2406	0.61	0.43
PdomMRNAr1.2-02696.1	2408	augustus	5	1440	1.00	0.95
PdomMRNAr1.2-02697.1	2105	genemark	4	348	0.97	0.74
PdomMRNAr1.2-02698.1	329	genemark	2	234	0.93	0.28
PdomMRNAr1.2-02699.1	1033	genemark	2	375	1.00	0.99
PdomMRNAr1.2-02700.1	582	augustus	1	582	0.45	0.73
PdomMRNAr1.2-02701.1	11641	augustus	4	921	1.00	0.95
PdomMRNAr1.2-02702.1	3442	augustus	10	1317	1.00	0.97
PdomMRNAr1.2-02703.1	8759	augustus	21	5928	1.00	1.00
PdomMRNAr1.2-02704.1	1248	genemark	2	426	0.00	0.00
PdomMRNAr1.2-02705.1	2931	augustus	8	1068	1.00	0.97
PdomMRNAr1.2-02706.1	2929	snap	5	915	1.00	0.95
PdomMRNAr1.2-02707.1	1508	snap	3	294	0.00	0.00
PdomMRNAr1.2-02708.1	2894	augustus	3	2466	1.00	0.96
PdomMRNAr1.2-02709.1	552	snap	3	342	1.00	0.30
PdomMRNAr1.2-02710.1	3721	snap	7	726	0.56	0.37
PdomMRNAr1.2-02711.1	4507	snap	5	321	0.29	0.09
PdomMRNAr1.2-02712.1	2126	snap	4	957	0.00	0.00
PdomMRNAr1.2-02713.1	1176	snap	5	756	0.93	0.73
PdomMRNAr1.2-02714.1	4796	augustus	9	2880	1.00	0.80
PdomMRNAr1.2-02715.1	2790	augustus	4	915	1.00	1.00
PdomMRNAr1.2-02716.1	6701	snap	14	3897	1.00	0.97
PdomMRNAr1.2-02717.1	1937	augustus	5	1425	1.00	0.65
PdomMRNAr1.2-02718.1	1254	snap	3	732	0.86	0.58
PdomMRNAr1.2-02719.1	1422	snap	4	681	0.08	0.02
PdomMRNAr1.2-02720.1	2220	snap	7	903	0.07	0.12
PdomMRNAr1.2-02721.1	1867	VIGA	7	1224	0.91	0.89
PdomMRNAr1.2-02722.1	11024	augustus	5	540	0.00	0.00
PdomMRNAr1.2-02723.1	6523	VIGA	8	1011	1.00	0.95
PdomMRNAr1.2-02724.1	3126	augustus	2	252	0.40	0.12
PdomMRNAr1.2-02725.1	1156	VIGA	3	822	0.89	0.57
PdomMRNAr1.2-02726.1	1097	VIGA	4	207	1.00	0.97
PdomMRNAr1.2-02727.1	1405	genemark	4	618	1.00	0.80
PdomMRNAr1.2-02728.1	4144	snap	8	2559	0.04	0.01
PdomMRNAr1.2-02729.1	6985	genemark	16	2979	1.00	1.00
PdomMRNAr1.2-02730.1	652	augustus	2	435	1.00	0.30
PdomMRNAr1.2-02731.1	2738	genemark	5	1020	1.00	1.00
PdomMRNAr1.2-02732.1	4400	genemark	10	2592	0.99	0.86
PdomMRNAr1.2-02733.1	5825	snap	8	600	1.00	0.86
PdomMRNAr1.2-02734.1	5816	augustus	11	2874	1.00	1.00
PdomMRNAr1.2-02735.1	4054	augustus	5	2895	0.99	0.75
PdomMRNAr1.2-02736.1	20264	augustus	29	11877	1.00	0.71
PdomMRNAr1.2-02737.1	1608	augustus	3	327	1.00	0.95
PdomMRNAr1.2-02738.1	2458	augustus	8	1359	0.98	0.89
PdomMRNAr1.2-02739.1	3207	genemark	11	1683	1.00	1.00
PdomMRNAr1.2-02740.1	2680	augustus	5	612	1.00	0.99
PdomMRNAr1.2-02741.1	1502	augustus	5	417	1.00	0.80
PdomMRNAr1.2-02742.1	2130	genemark	5	798	0.08	0.02
PdomMRNAr1.2-02743.1	998	genemark	3	372	0.28	0.08
PdomMRNAr1.2-02744.1	2097	snap	5	639	0.03	0.01
PdomMRNAr1.2-02745.1	8455	snap	5	330	0.66	0.20
PdomMRNAr1.2-02746.1	5970	genemark	14	4614	1.00	0.95
PdomMRNAr1.2-02747.1	3303	VIGA	5	1497	1.00	1.00
PdomMRNAr1.2-02748.1	2756	snap	4	489	1.00	0.35
PdomMRNAr1.2-02749.1	1327	snap	3	354	1.00	0.90
PdomMRNAr1.2-02750.1	2581	augustus	4	1077	1.00	1.00
PdomMRNAr1.2-02751.1	2169	augustus	6	585	1.00	1.00
PdomMRNAr1.2-02752.1	13493	augustus	12	4278	0.99	0.95
PdomMRNAr1.2-02753.1	1088	augustus	4	420	0.99	0.75
PdomMRNAr1.2-02754.1	3869	genemark	9	1887	1.00	1.00
PdomMRNAr1.2-02755.1	722	genemark	2	333	0.61	0.20
PdomMRNAr1.2-02756.1	5028	augustus	7	3876	0.98	0.98
PdomMRNAr1.2-02757.1	6676	augustus	7	1827	0.94	0.73
PdomMRNAr1.2-02758.1	6020	snap	8	684	0.18	0.14
PdomMRNAr1.2-02759.1	1325	augustus	4	1092	0.00	0.00
PdomMRNAr1.2-02760.1	5363	augustus	5	1530	1.00	0.94
PdomMRNAr1.2-02761.1	5775	augustus	6	1746	1.00	0.86
PdomMRNAr1.2-02762.1	813	augustus	3	636	0.00	0.00
PdomMRNAr1.2-02763.1	1172	augustus	5	771	1.00	0.45
PdomMRNAr1.2-02764.1	3397	genemark	10	2700	0.53	0.43
PdomMRNAr1.2-02765.1	2522	snap	5	576	0.80	0.24
PdomMRNAr1.2-02766.1	1488	VIGA	4	669	1.00	0.95
PdomMRNAr1.2-02767.1	4495	VIGA	7	1572	1.00	1.00
PdomMRNAr1.2-02768.1	4361	augustus	2	915	0.00	0.00
PdomMRNAr1.2-02769.1	8056	augustus	4	1062	0.91	0.89
PdomMRNAr1.2-02770.1	4559	VIGA	15	2649	1.00	0.95
PdomMRNAr1.2-02771.1	1894	genemark	4	573	1.00	0.75
PdomMRNAr1.2-02772.1	725	genemark	3	531	0.99	0.90
PdomMRNAr1.2-02773.1	1894	VIGA	3	672	1.00	0.95
PdomMRNAr1.2-02774.1	10899	genemark	14	5526	1.00	1.00
PdomMRNAr1.2-02775.1	1098	genemark	3	204	1.00	0.70
PdomMRNAr1.2-02776.1	15131	VIGA	7	846	1.00	0.95
PdomMRNAr1.2-02777.1	10865	VIGA	5	1296	1.00	1.00
PdomMRNAr1.2-02778.1	3309	VIGA	5	1368	0.69	0.82
PdomMRNAr1.2-02779.1	5059	augustus	8	3240	1.00	0.74
PdomMRNAr1.2-02780.1	2157	genemark	4	396	0.92	0.27
PdomMRNAr1.2-02781.1	790	augustus	3	378	1.00	0.60
PdomMRNAr1.2-02782.1	2784	augustus	5	900	1.00	1.00
PdomMRNAr1.2-02783.1	4210	augustus	2	204	0.98	0.29
PdomMRNAr1.2-02784.1	2620	genemark	6	819	1.00	1.00
PdomMRNAr1.2-02785.1	10799	genemark	12	2013	1.00	0.94
PdomMRNAr1.2-02786.1	4966	augustus	7	2232	1.00	1.00
PdomMRNAr1.2-02787.1	5596	snap	7	1032	0.78	0.23
PdomMRNAr1.2-02788.1	2013	snap	4	609	0.97	0.59
PdomMRNAr1.2-02789.1	1377	genemark	4	624	1.00	0.98
